company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_certified,city_registered,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,website,business_type,construction,date_established,number_employees,cob_category_codes1,cob_category_codes2,cob_category_codes3,naics_codes1,naics_codes2,naics_codes3,unspsc_code1,unspsc_code2,unspsc_code3
"Soothing Touch To Go, LLC","Onsite massage, reflexology and Reiki; stress management, wellness programs to promote well-being   ",WBE,SBE,,No,No,"84 Summer Street, Kingston, MA 2364",Kingston,MA,2364,Joanne Salerno,,(781) 588-7522,,email@soothingtouchtogo.com,,Partnership,No,01/01/2011,Less than 10,"AHS - Health Care (Providers, Services)",ES - Elderly Services,TA - Training (see also ED),621399 - Offices of All Other Miscellaneous Health Practitioners ,812199 - Other Personal Care Services ,,,,
Spatial Relationships,Geographic Information Systems (GIS) consulting services   ,WBE,SLBE,,Yes,Yes,"19 Anson Street, Boston, MA 2130",Boston,MA,2130,Kathryn Brewer,,(857) 400-8922,,kathrynb@spatial-relationships.com,,Limited Liability Company,No,01/01/2014,Less than 10,COS - Consultants: Systems Analysis,TA - Training (see also ED),"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",519190 - All Other Information Services,"541990 - All Other Professional, Scientific, and Technical Services",611430 - Professional and Management Development Training ,,,
Spectrum Broadcasting Corporation,Audio/video graphic production; internet webcasting; artist and education management   ,MBE,SLBE,,No,Yes,"114 Wrentham Street, Boston, MA 2124",Boston,MA,2124,Tessil Collins,,(617) 287-8770,(617) 287-8770,thewiz@spectrumcreatives.us,,Corporation,No,01/01/1998,Less than 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,TV - Television/Production,MK - Marketing,541810 - Advertising Agencies,512110 - Motion Picture and Video Production ,,,,
"Spinnaker, LLC",Management advisory and consulting services; predictive analytical models,MBE,,,Yes,No,"200 Clarendon Street, Boston, MA 2116",Boston,MA,2116,Nirav Dagli,,(617) 303-1935,,nirav.dagli@spinnakerllc.com,,Limited Liability Company,No,01/01/2000,Less than 10,BU - Business Management Consultants,COM - Consultants: Management,,541618 - Other Management Consulting Services ,,,,,
"SR EXT Construction, Inc.", Siding and Carpentry ,MBE,SBE,,No,No,"873 Waverly Street, Framingham, MA 01702",Framingham,MA,01702,Paulo Filho,"Paulo Filho, President ",(508) 816-6443,,srexterior@hotmail.com,,Corporation,Yes,01/01/2018,11 - 20,CA - Carpentry,"RF - Roofing, Sheet Metal Contractors",,238170 - Siding Contractors ,238160 - Roofing Contractors ,238130 - Framing Contractors ,72120000 - Nonresidential building construction services,72110000 - Residential building construction services,
"Sterling Business Products, Inc.",Printer and distributor of forms; labels; checks; business cards; computer papers; brochures; newletters   ,MBE,,,Yes,No,"P.O. Box 845, Medford, MA 2155",Medford,MA,2155,Ricky Malrani,,(781) 481-1234,(781) 481-1230,ricky@sterlingprinting.com,,Corporation,No,01/01/1987,Less than 10,SU - Suppliers,PT - Printers,,,,,82121500 - Printing Services,,
"Sterling Printing, Inc.","Printing, copying, mailing and promotional products   ",MBE,SBE,,Yes,No,"214C Main Street, Stoneham, MA 2180",Stoneham,MA,2180,Ricky Malrani,,(781) 481-1234,,ricky@sterlingprinting.com,,Corporation,No,,Less than 10,PT - Printers,,,,,,55100000 - Printed media,82121500 - Printing Services,
"Stiles Company, Inc.","Supply water works products, water fittings, water meters, meter reading systems and copper   ",WBE,SBE,,No,No,"922 Pleasant Street, Norwood, MA 2062",Norwood,MA,2062,Sandra Stiles,,(800) 426-6246,(781) 769-8222,sandy@stilesco.com,,Corporation,Yes,01/01/1983,Less than 10,SU - Suppliers,SA - Safety Products,,423710 - Hardware Merchant Wholesalers ,423720 - Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers ,423810 - Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers ,40170000 - Pipe piping and pipe fittings,,
"Stoss, Inc.",Landscape design; urban planning; urban design; community engagement,,SLBE,,No,Yes,"54 Old Colony Avenue, 3rd Floor, Boston, MA 2127",Boston,MA,2127,Christopher Reed,,(617) 464-1140,,cr@stoss.net,,Corporation,No,01/01/2001,20-Nov,"LD - Landscaping (Design, Architects)",AE - Architects/Engineers,COD - Consultants: Design,541320 - Landscape Architectural Services,,,,,
"Strategic Marketing Consulting, LLC",Marketing consulting services   ,WBE,SBE,,Yes,Yes,"31 Great Lake Drive, Sudbury, MA 1776",Sudbury,MA,1776,Sarah Ginand,,(617) 803-4532,,sginand@smcboston.com,,Limited Liability Company,No,01/01/2015,Less than 10,MK - Marketing,BU - Business Management Consultants,COM - Consultants: Management,541613 - Marketing Consulting Services ,541611 - Administrative Management and General Management Consulting Services ,,,,
Strategic Thinking Group,Management consultant; training; research and writing   ,WBE,,,Yes,Yes,"255 Beacon Street, Boston, MA 2116",Boston,MA,2116,Jane Wiseman,,(617) 448-4250,,jane.wiseman@gmail.com,,Sole Proprietorship,No,01/01/2006,Less than 10,COM - Consultants: Management,BU - Business Management Consultants,TA - Training (see also ED),541611 - Administrative Management and General Management Consulting Services ,,,,,
"Strategy Matters, LLC",Strategic planning and facilitation/DE&I,WBE,,,Yes,Yes,"717 Washington Street, Dorchester, MA 2124",Dorchester,MA,2124,Elizabeth O'Connor,,(617) 733-2286,,liz@strategymatters.org,,Limited Liability Company,No,01/01/2000,Less than 10,COM - Consultants: Management,,,541618 - Other Management Consulting Services ,,,,,
"Structural Stone, LLC",Fabricator of cut to size dimension stone   ,WBE,SBE,,Yes,No,"285 Smith Street, North Kingstown, RI 2852",North Kingstown,RI,2852,Angela Conte,"Angela Conte, Owner",(401) 667-4969,(401) 667-5969,angela@structuralstonellc.com,,Limited Liability Company,Yes,01/01/2009,21 - 40,MU - Manufacturers,"FB - Fabricators (Metals, Plastics)",CM - Concrete & Masonry Contractors,327991 - Cut Stone and Stone Product Manufacturing ,212312 - Crushed and Broken Limestone Mining and Quarrying ,238140 - Masonry Contractors ,11110000 - Earth and stone,,
"Studio G Architects, Inc.",Architectural services;  community planning; and building assessments   ,WBE,SLBE,,Yes,Yes,"179 Boylston Street, Jamaica Plain, MA 2130",Jamaica Plain,MA,2130,Gail Sullivan,,(617) 524-5558,(617) 524-5544,paulat@studiogarchitects.com,,Corporation,No,01/01/1991,Less than 10,AE - Architects/Engineers,,,541310 - Architectural Services,,,,,
"Studio Luz Architects, Ltd.",Architectural design services; urban design   ,MWBE,SLBE,,No,Yes,"21C Wormwood Street, Boston, MA 2210",Boston,MA,2210,Hansy Better,,(617) 423-2724,(617) 670-0689,hlb@studioluz.net,,Corporation,No,01/01/2006,Less than 10,AE - Architects/Engineers,,,541310 - Architectural Services,541320 - Landscape Architectural Services,,,,
Success Coaching with Kate,Professional consulting/coaching services,WBE,,,No,No,"50-56 Broadlawn Park #318, Chestnut Hill, MA 2467",Chestnut Hill,MA,2467,Kate Beeders,,(617) 469-3114,,info@katebeeders.com,,Sole Proprietorship,No,01/01/2009,Less than 10,COG - Consultants: Human Resources,COM - Consultants: Management,,"541990 - All Other Professional, Scientific, and Technical Services",,,,,
"Sunshine Restorations, LLC",Asbestos abatement; demolition   ,MBE,,,Yes,No,"14 Watson Street, Lowell, MA 1852",Lowell,MA,1852,Julio Savinon,,(978) 701-3573,,sunshinerestorationscorp@gmail.com,,Limited Liability Company,Yes,01/01/2015,Less than 10,AB - Asbestos Control,"SI - Sitework (Excavation, Demolition, Utilities, Sewage, see also GC)",,562910 - Remediation Services ,238910 - Site Preparation Contractors,,,,
"Supplier Diversity Experts, LLC",Supplier diversity program implementation and execution; small business advisory services,MWBE,,,Yes,Yes,"301 Highland Street, Suite 2, Roxbury, MA 2119",Roxbury,MA,2119,Tina Andrews,,(617) 642-0379,,andrews.tina@supplierdiversityexperts.com,,Limited Liability Company,No,01/01/2019,Less than 10,COM - Consultants: Management,,,541611 - Administrative Management and General Management Consulting Services ,541618 - Other Management Consulting Services ,,,,
"Sygma Technology Solutions, Inc.","Custom software design and development, cloud advisory and migration, information management   ",MBE,SBE,,No,Yes,"300 West 135th Street, New York, NY 10030",New York,NY,10030,Ronald Holland,,(917) 507-1500,(509) 267-0676,stuart@sygmatechnology.com,,Corporation,No,01/01/2005,Less than 10,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",COS - Consultants: Systems Analysis,,541511 - Custom Computer Programming Services ,541512 - Computer Systems Design Services ,541690 - Other Scientific and Technical Consulting Services,,,
SYLKE Music School,Music research and instructional services for all ages   ,MWBE,SBE,,No,No,"1145 Hancock Street, Suite B, Quincy, MA 2169",Quincy,MA,2169,Sylvia Kelly,"Sylvia Kelly, Owner",(617) 328-8100,,sylkemusicschool@gmail.com,,Sole Proprietorship,No,01/01/1995,Less than 10,"ED - Education (see also OS, TA)",,,611699 - All Other Miscellaneous Schools and Instruction ,,,86140000 - Educational facilities,,
"Synergy Contracting, Inc.",Environmental remediation; demolition; construction services; labor support; general contracting,MWBE,,,Yes,No,"1 Main Street, Suite 302, Andover, MA 1810",Andover,MA,1810,Jeysi Zuniga,,(978) 307-2200,(978) 307-2201,jz@synergycoinc.com,,Corporation,Yes,01/01/2019,Less than 10,"SI - Sitework (Excavation, Demolition, Utilities, Sewage, see also GC)",GC - General Contractors,,238910 - Site Preparation Contractors,238990 - All Other Specialty Trade Contractors,,,,
"System Custom Consultants, LLC","Information technology consulting services specializing in healthcare and IT, with the focus on IT, security, private cloud services, consolidation of server and software, disaster recovery process and systems with program life-cycle.",MBE,,,Yes,No,"87 State Coach Road, Lancaster, MA 1523",Lancaster,MA,1523,Claudel Louis,,(617) 286-4651,,claudeljeanlouis@gmail.com,,Limited Liability Company,No,01/01/2020,Less than 10,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",COS - Consultants: Systems Analysis,,541512 - Computer Systems Design Services ,541519 - Other Computer Related Services,,,,
"sySTEMic flow, LLC",Educational services in STEM/math-based activities and programs,MWBE,SLBE,,No,Yes,"15 Freeman Avenue, Boston, MA 2132",Boston,MA,2132,Jessica Sanon,,(857) 261-0616,,jsanon@systemicflow.com,,Limited Liability Company,No,01/01/2020,Less than 10,"ED - Education (see also OS, TA)",,,611710 - Educational Support Services,,,,,
T & C Phonetic Reading System,Reading instruction; educational achievement testing; parent consultation   ,MBE,,,No,Yes,"11 Thetford Avenue, Dorchester, MA 2124",Dorchester,MA,2124,"Joseph Nichols, Jr.",,(617) 221-6648,(617) 436-6659,information@tncphoneticreading.com,,Sole Proprietorship,No,01/01/2017,20-Nov,"ED - Education (see also OS, TA)",,,611710 - Educational Support Services,,,,,
Tech Networks of Boston,Managed ID services for non-profits,WBE,,,Yes,Yes,"1 Waaleigh Place, South Boston, MA 2127",South Boston,MA,2127,Susan Labandibar,,(617) 269-0299,,tuan.pham@techboston.com,,Corporation,No,01/01/1994,Less than 10,COS - Consultants: Systems Analysis,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",,541512 - Computer Systems Design Services ,541511 - Custom Computer Programming Services ,,,,
"Technology Financial Advisors International, LLC","Value added reseller/system integrator of IT systems (hardware, software, and services)",WBE,,,Yes,Yes,"20 Bentley Street, Boston, MA 2135",Boston,MA,2135,Melissa Bevelaqua Connell,,(617) 733-5272,,bconnell@tfainternational.com,,Limited Liability Company,No,01/01/2009,Less than 10,COS - Consultants: Systems Analysis,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",,541519 - Other Computer Related Services,,,,,
"TEK Building Services, Inc.","Janitorial, painting and landscaping services   ",MWBE,SBE,,Yes,No,"46 Pond Lane, Randolph, MA 2368",Randolph,MA,2368,Tymara Barton,,(781) 767-0510,(781) 767-0511,ejames@tekbuildingservices.com,www.tekbuildingservices.com,Corporation,No,01/01/2018,21 - 40,"JA - Janitorial Services/Supplies (see also MA, RS)",PA - Painting and Papering Contractors,LA - Landscaping Contractors,561720 - Janitorial Services ,238320 - Painting and Wall Covering Contractors,561730 - Landscaping Services,72100000 - Building and facility maintenance and repair services,76110000 - Cleaning and janitorial services,
"Terraink, Inc.",Landscape architecture design; permitting; construction administration   ,WBE,SBE,,Yes,Yes,"7 Central Street, Arlington, MA 2476",Arlington,MA,2476,Jade Cummings,,(781) 316-1595,,admin@terraink.com,,Corporation,No,01/01/2011,Less than 10,"LD - Landscaping (Design, Architects)","COA - Consultants: Architecture, Engineering",AE - Architects/Engineers,541320 - Landscape Architectural Services,,,,,
"Tessi Media, LLC","Professional services, specializing in consulting; training; business strategy; marketing; and HR related training   ",MWBE,SBE,,No,Yes,"56 Brush Hill Road, Milton, MA 2186",Milton,MA,2186,Christie Lindor,,(678) 516-8777,,christie@christielindor.com,,Limited Liability Company,No,01/01/2017,Less than 10,COM - Consultants: Management,BU - Business Management Consultants,TA - Training (see also ED),541611 - Administrative Management and General Management Consulting Services ,541613 - Marketing Consulting Services ,611430 - Professional and Management Development Training ,,,
"Thompson Waterproofing, Inc.","Waterproofing; dampproofing; caulking; concrete restoration; masonry, masonry restoration, historic masonry restoration; concrete restoration; cleaning and repointing   ",WBE,SBE,,Yes,Yes,"93 Federal Avenue, Quincy, MA 2169",Quincy,MA,2169,Lisa Thompson,,(617) 471-9966,(617) 472-9977,lhiggins@thompsonwp.com,,Corporation,Yes,01/01/1991,21 - 40,"PC - Protective Coverings (Water and Fireproofing, Special Coverings/Coatings)",CM - Concrete & Masonry Contractors,"ER - Exterior Restoration, Sandblasting (Anti-Graffiti)",238140 - Masonry Contractors ,,,,,
Tomo360,"Marketing services, website, social, branding, videography, ads, search optimization and email marketing",MWBE,,,Yes,Yes,"60 Adams Street, Wilmington, MA 1887",Wilmington,MA,1887,Susu Wong,,(978) 253-4492,,susu@tomo360.com,,Limited Liability Company,No,01/01/2012,Less than 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,,541613 - Marketing Consulting Services ,,,,,
Tonys Transportation,"Transportation for After School, Elderly Day Care, etc.; Transportation for Boston Public Schools Afterschool and Summer Programs, as well as Provide Transportation to Take Senior Citizens Shopping",MBE,SLBE,,No,Yes,"P. O. Box 220661, Dorchester, MA 02125",Dorchester,MA,02125,Anthony Michaux,,(617) 719-3777,(617) 288-1313,anthony_michaux@msn.com,,Sole Proprietorship,No,01/01/1984,Less than 10,"TR - Travel, Transportation (Travel Agencies, Planning, Limo Services)",,,485410 - School and Employee Bus Transportation,,,78110000 - Passenger transport,,
Touch of Class Catering,Catering services for all occasions   ,MWBE,SLBE,,No,Yes,"311 River Street, Mattapan, MA 2126",Mattapan,MA,2126,Barbara Lewis,,(617) 298-1881,(617) 298-3717,,,Sole Proprietorship,No,01/01/1997,Less than 10,CT - Catering,,,722320 - Caterers,,,,,
"Trademark Partners, LLC",Real estate development consulting advisory services   ,WBE,,,No,No,"500 Rutherford Avenue, Boston, MA 2129",Boston,MA,2129,Tessa Millard-Davies,,(617) 466-9122,,tessa@trademark.boston,,Limited Liability Company,No,01/01/2017,Less than 10,"RE - Real Estate (Development, Management, Sales and Appraisals)",COM - Consultants: Management,"COA - Consultants: Architecture, Engineering",541618 - Other Management Consulting Services ,,,,,
"Transcend Maintenance Services, Inc.",Janitorial services; commercial cleaning; floor restoration; carpet care; disinfecting/sanitizing,MWBE,SBE,,Yes,No,"99 Cambridge Street, Burlington, MA 1803",Burlington,MA,1803,Diana Young,,(978) 339-9898,(617) 249-7037,dyoung@transcendmaintenance.com,,Corporation,No,01/01/2014,21 - 40,"JA - Janitorial Services/Supplies (see also MA, RS)",,,561720 - Janitorial Services ,561740 - Carpet and Upholstery Cleaning Services,,,,
Transcendence,Training and Consultation,MWBE,,,Yes,Yes,"409 Haverhill Street, Reading, MA 1867",Reading,MA,1867,Michelle Georgs,Michelle Georgs,(781) 820-2489,(781) 944-0245,transcendencema@gmail.com,,Sole Proprietorship,No,01/01/2001,Less than 10,COM - Consultants: Management,TA - Training (see also ED),CN - Construction Management: Small Commercial Projects,611430 - Professional and Management Development Training ,238990 - All Other Specialty Trade Contractors,,86130000 - Specialized educational services,72150000 - Specialized trade construction and maintenance services,80160000 - Business administration services
